"Element","Epics Channel Access Name"
"BYD3B","BEND:DMPS:420"
"BYD3","BEND:DMPH:420"
"PCPM1","COLL:DMP1:710"
"PCPM1LB","COLL:DMPS:422"
"PCPM1L","COLL:DMPH:422"
"BTM1LB","BTM:DMPS:423"
"BTM1L","BTM:DMPH:423"
"BTM1","BTM:DMP1:711"
"XDCXRAY","PROF:DMPH:731"
"YAGXRAYB","YAGS:DMPS:500"
"YAGXRAY","YAGS:DMPH:500"
"BTM2","BTM:DMP1:801"
"PCPM2","COLL:DMP1:800"
"BXPM1","BEND:DMP1:810"
"BXPM2","BEND:DMP1:820"
"YCDDB","YCOR:DMPS:440"
"YCDD","YCOR:DMPH:440"
"PCPM2LB","COLL:DMPS:450"
"PCPM2L","COLL:DMPH:450"
"BTM2LB","BTM:DMPS:451"
"BTM2L","BTM:DMPH:451"
"QDMP1","QUAD:DMPH:500"
"QDMP1B","QUAD:DMPS:500"
"BPMQD","BPMS:DMPH:502"
"BPMQDB","BPMS:DMPS:502"
"QDMP2","QUAD:DMPH:600"
"QDMP2B","QUAD:DMPS:600"
"XCDD","XCOR:DMPH:602"
"XCDDB","XCOR:DMPS:602"
"BPMDDB","BPMS:DMPS:693"
"BPMDD","BPMS:DMPH:693"
"OTRDMP","OTRS:DMPH:695"
"OTRDMPB","YAGS:DMPS:695"
"RFBDD","BPMS:DMPH:696"
"RFBDDB","BPMS:DMPS:696"
"WSDUMP","WIRE:DMPH:697"
"WSDUMPB","WIRE:DMPS:697"
"SFTDMP","DUMP:DMP1:999"
"BTMSFT","BTM:DMP1:999"
"DUMPFACE","DUMP:DMPH:699"
"DUMPFACEB","DUMP:DMPS:699"
"BTMDUMPB","BTM:DMPS:699"
"BTMDUMP","BTM:DMPH:699"
